"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"0X3909","Site",9,23,0.391304347826087,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X5033","Site",9,24,0.375,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X101","Site",6,18,0.333333333333333,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X8788","Site",7,25,0.28,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X2901","Site",4,18,0.222222222222222,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X1257","Site",4,22,0.181818181818182,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X4264","Site",4,28,0.142857142857143,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X1982","Site",3,23,0.130434782608696,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X1750","Site",2,29,0.0689655172413793,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X8091","Site",2,29,0.0689655172413793,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X3989","Site",0,27,0,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X8354","Site",0,17,0,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X8764","Site",0,4,0,NA,NA,"Analysis_kri0001",2025-02-01,"AA-AA-000-0000"
"0X2323","Site",2,74,0.027027027027027,-1.04922232986881,-1,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8517","Site",9,34,0.264705882352941,1.54594494596288,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X6405","Site",6,32,0.1875,0.788483918203775,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X9360","Site",8,45,0.177777777777778,0.828808189084149,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X9142","Site",17,101,0.168316831683168,1.08682176580103,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8625","Site",9,57,0.157894736842105,0.688309382631783,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4485","Site",8,58,0.137931034482759,0.446701724861905,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X6603","Site",6,46,0.130434782608696,0.315012083118272,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X3090","Site",5,39,0.128205128205128,0.267377457917,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X759","Site",5,44,0.113636363636364,0.126609891310415,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X9346","Site",5,47,0.106382978723404,0.0498673022110441,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X9580","Site",6,59,0.101694915254237,-0.0027755591516754,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X7011","Site",4,40,0.1,-0.0197438714239754,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X7983","Site",5,52,0.0961538461538462,-0.067682254939548,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X5384","Site",5,53,0.0943396226415094,-0.0898408166093966,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X2532","Site",4,43,0.0930232558139535,-0.0949811749490653,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4590","Site",6,67,0.0895522388059701,-0.164833233420066,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X2192","Site",9,101,0.0891089108910891,-0.209636516275458,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8786","Site",4,45,0.0888888888888889,-0.142334356219053,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X213","Site",9,112,0.0803571428571429,-0.371603483299676,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X5895","Site",3,41,0.0731707317073171,-0.299777738561448,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8633","Site",3,41,0.0731707317073171,-0.299777738561448,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8351","Site",6,89,0.0674157303370786,-0.530098533241909,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X9737","Site",2,30,0.0666666666666667,-0.314449157159784,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X1910","Site",2,32,0.0625,-0.363149472740489,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8799","Site",4,66,0.0606060606060606,-0.546592929205735,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4323","Site",8,142,0.0563380281690141,-0.884577483057268,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X6900","Site",2,39,0.0512820512820513,-0.515003366275153,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4959","Site",2,44,0.0454545454545455,-0.609977300474658,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4629","Site",2,47,0.0425531914893617,-0.66282418618154,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X958","Site",2,59,0.0338983050847458,-0.850907134213649,0,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4874","Site",4,2,2,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X180","Site",5,6,0.833333333333333,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X3289","Site",7,22,0.318181818181818,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X3909","Site",7,23,0.304347826086957,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X5033","Site",6,24,0.25,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X101","Site",4,18,0.222222222222222,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X2170","Site",5,29,0.172413793103448,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X2901","Site",3,18,0.166666666666667,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X1982","Site",2,23,0.0869565217391304,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8788","Site",2,25,0.08,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X4264","Site",2,28,0.0714285714285714,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X7809","Site",1,14,0.0714285714285714,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X1257","Site",1,22,0.0454545454545455,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X1750","Site",1,29,0.0344827586206897,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8091","Site",0,29,0,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X3989","Site",0,27,0,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8354","Site",0,17,0,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8764","Site",0,4,0,NA,NA,"Analysis_kri0002",2025-02-01,"AA-AA-000-0000"
"0X8517","Site",11,34,0.323529411764706,2.98831545756328,1,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9346","Site",11,47,0.234042553191489,2.02238674961111,1,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4959","Site",10,44,0.227272727272727,1.84763507081419,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X6405","Site",6,32,0.1875,1.02883730819122,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9360","Site",7,45,0.155555555555556,0.699222751775371,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4629","Site",7,47,0.148936170212766,0.604296188254558,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X5895","Site",6,41,0.146341463414634,0.524026968527362,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8625","Site",8,57,0.140350877192982,0.50794708087662,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X2532","Site",6,43,0.13953488372093,0.428174340132985,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X958","Site",8,59,0.135593220338983,0.42796134850967,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X213","Site",15,112,0.133928571428571,0.546823014009922,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8799","Site",8,66,0.121212121212121,0.168677618028469,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X759","Site",5,44,0.113636363636364,0.0155882432267838,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4485","Site",6,58,0.103448275862069,-0.170684524719683,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8351","Site",9,89,0.101123595505618,-0.264737098219839,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X7011","Site",4,40,0.1,-0.19475176667328,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9737","Site",3,30,0.1,-0.16865997737096,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X2192","Site",10,101,0.099009900990099,-0.333649625789339,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X5384","Site",5,53,0.0943396226415094,-0.324331946041138,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X1910","Site",3,32,0.09375,-0.260121888736358,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4590","Site",6,67,0.0895522388059701,-0.459902906263861,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9142","Site",9,101,0.0891089108910891,-0.575491899446878,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X6603","Site",4,46,0.0869565217391304,-0.423861260014213,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4323","Site",11,142,0.0774647887323944,-1.01961804780798,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8633","Site",3,41,0.0731707317073171,-0.614706880792003,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X7983","Site",3,52,0.0576923076923077,-0.963555886775458,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X6900","Site",2,39,0.0512820512820513,-0.931761135688959,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X2323","Site",3,74,0.0405405405405405,-1.50805874945628,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9580","Site",2,59,0.0338983050847458,-1.47057164380734,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X3090","Site",1,39,0.0256410256410256,-1.32095017479044,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8786","Site",1,45,0.0222222222222222,-1.47466891399137,0,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X180","Site",3,6,0.5,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X2170","Site",7,29,0.241379310344828,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X3289","Site",5,22,0.227272727272727,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X7809","Site",3,14,0.214285714285714,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X1750","Site",6,29,0.206896551724138,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4264","Site",5,28,0.178571428571429,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X3909","Site",4,23,0.173913043478261,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X5033","Site",3,24,0.125,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X101","Site",2,18,0.111111111111111,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X1257","Site",2,22,0.0909090909090909,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8788","Site",2,25,0.08,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8091","Site",2,29,0.0689655172413793,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8354","Site",1,17,0.0588235294117647,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X2901","Site",1,18,0.0555555555555556,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X1982","Site",1,23,0.0434782608695652,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X3989","Site",1,27,0.037037037037037,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X8764","Site",0,4,0,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X4874","Site",0,2,0,NA,NA,"Analysis_kri0003",2025-02-01,"AA-AA-000-0000"
"0X9346","Site",11,47,0.234042553191489,1.78483444420166,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8625","Site",11,57,0.192982456140351,1.35256367612053,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X9360","Site",7,45,0.155555555555556,0.705316645981662,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X7011","Site",6,40,0.15,0.595499139094545,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8633","Site",6,41,0.146341463414634,0.556573549289394,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X759","Site",6,44,0.136363636363636,0.445699585437562,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X5384","Site",7,53,0.132075471698113,0.427431264799168,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4485","Site",7,58,0.120689655172414,0.275672374088784,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8786","Site",5,45,0.111111111111111,0.115761231462406,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X2192","Site",11,101,0.108910891089109,0.129702556024208,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8351","Site",9,89,0.101123595505618,-0.0235183228209645,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X5895","Site",4,41,0.0975609756097561,-0.0610714945134665,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X213","Site",10,112,0.0892857142857143,-0.274115779765196,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X9142","Site",9,101,0.0891089108910891,-0.263820518210941,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8517","Site",3,34,0.0882352941176471,-0.163142091310447,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4629","Site",4,47,0.0851063829787234,-0.23422918023408,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4323","Site",12,142,0.0845070422535211,-0.421255676735951,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4590","Site",5,67,0.0746268656716418,-0.449280414101794,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X2532","Site",3,43,0.0697674418604651,-0.422938417432995,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4959","Site",3,44,0.0681818181818182,-0.448626318174957,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X1910","Site",2,32,0.0625,-0.446146784078713,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X6405","Site",2,32,0.0625,-0.446146784078713,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X2323","Site",4,74,0.0540540540540541,-0.822120891010153,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X6900","Site",2,39,0.0512820512820513,-0.631063610869958,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X9580","Site",3,59,0.0508474576271186,-0.782788858590474,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X7983","Site",2,52,0.0384615384615385,-0.911502864636912,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X958","Site",2,59,0.0338983050847458,-1.04022818339444,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X9737","Site",1,30,0.0333333333333333,-0.747878815696163,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8799","Site",2,66,0.0303030303030303,-1.15796448446834,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X3090","Site",1,39,0.0256410256410256,-0.94770566192575,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X6603","Site",1,46,0.0217391304347826,-1.08157869572557,0,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X180","Site",6,6,1,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4874","Site",1,2,0.5,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X7809","Site",6,14,0.428571428571429,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X2170","Site",8,29,0.275862068965517,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8764","Site",1,4,0.25,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8091","Site",7,29,0.241379310344828,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X1982","Site",4,23,0.173913043478261,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X3289","Site",3,22,0.136363636363636,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X3909","Site",3,23,0.130434782608696,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8788","Site",3,25,0.12,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8354","Site",2,17,0.117647058823529,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X2901","Site",2,18,0.111111111111111,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X3989","Site",3,27,0.111111111111111,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X4264","Site",3,28,0.107142857142857,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X1750","Site",3,29,0.103448275862069,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X101","Site",1,18,0.0555555555555556,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X1257","Site",1,22,0.0454545454545455,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X5033","Site",1,24,0.0416666666666667,NA,NA,"Analysis_kri0004",2025-02-01,"AA-AA-000-0000"
"0X8517","Site",89,4350,0.0204597701149425,3.34537139402424,2,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X7983","Site",40,2138,0.0187090739008419,1.62727790952589,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X4874","Site",21,1146,0.0183246073298429,1.07593048346879,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X4264","Site",38,2131,0.0178320037541061,1.26546991138994,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8786","Site",38,2158,0.0176088971269694,1.18152706526508,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X958","Site",75,4275,0.0175438596491228,1.62525611714779,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X9737","Site",54,3182,0.0169704588309239,1.11526842721893,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X2192","Site",126,7532,0.016728624535316,1.52969893511938,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X6405","Site",72,4339,0.0165936851809173,1.08219098663637,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X7809","Site",36,2191,0.0164308534915564,0.701398653001952,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X1982","Site",35,2152,0.0162639405204461,0.626444831723362,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8625","Site",87,5441,0.0159897077743062,0.816664189478938,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X9580","Site",50,3198,0.0156347717323327,0.448054713044902,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X3090","Site",34,2179,0.015603487838458,0.356892013640886,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X213","Site",134,8653,0.0154859586270658,0.614222604983188,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8633","Site",65,4305,0.0150987224157956,0.207867129350018,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X2323","Site",48,3227,0.0148744964363186,0.0669832178362857,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8799","Site",64,4303,0.0148733441784801,0.0766780898434652,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8351","Site",64,4316,0.0148285449490269,0.0506871729879387,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X6603","Site",47,3178,0.0147891755821271,0.0238076839135814,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X4485","Site",63,4273,0.0147437397612918,0.00126079893916379,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X5895","Site",63,4280,0.0147196261682243,-0.0127315871930894,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X180","Site",31,2119,0.0146295422369042,-0.0457417914001675,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X3909","Site",32,2199,0.0145520691223283,-0.0788230468779007,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X9346","Site",62,4313,0.014375144910735,-0.21345652850454,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X6900","Site",31,2173,0.0142659917165209,-0.196647147341057,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X4323","Site",107,7541,0.0141890995889139,-0.425559074482725,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X8091","Site",30,2135,0.0140515222482436,-0.282823292569799,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X1910","Site",30,2143,0.0139990667288847,-0.304892507510212,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X9142","Site",121,8656,0.0139787430683919,-0.629538085271353,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
"0X5033","Site",30,2151,0.0139470013947001,-0.326880549679008,0,"Analysis_kri0005",2025-02-01,"AA-AA-000-0000"
